"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/MapTemplates/Materials/BasicAsset01.BasicAsset01","0","0","35","1","0.000000","0","0"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","0","0","7","1","0.000000","0","0"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","0","0","28","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_SimpleOpaque.M_SimpleOpaque","0","0","14","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","0","0","35","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","0","0","35","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","0","0","35","1","0.000000","0","0"
"/Game/VFX/Material_Instance/M_Mat01.M_Mat01","0","0","42","1","0.000000","0","0"
"/Game/VFX/Material_Instance/M_SlashTint.M_SlashTint","0","0","42","1","0.000000","0","0"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","0","0","50","2","0.000000","0","0"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","0","0","11","1","0.000000","0","0"
"/ControlRig/M_Manip.M_Manip","0","0","11","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","0","0","5","1","0.000000","0","0"
"/Game/Meshes/Character/M_HairpinRed.M_HairpinRed","0","0","30","1","0.000000","0","0"
"/Game/Meshes/Character/M_Arms.M_Arms","0","0","26","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","0","62","6","0.000000","0","5"
"/Game/Meshes/Character/M_Sleeves.M_Sleeves","0","0","38","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","0","7","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","0","87","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","0","0","127","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","0","685","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","0","31","1","0.000000","0","0"
"/Game/Meshes/Character/M_HairpinBlack.M_HairpinBlack","0","0","30","1","0.000000","0","0"
"/Game/Meshes/QuixelBridge/Materials/Tatami_Material.Tatami_Material","0","0","14","1","0.000000","0","0"
"/Game/Meshes/Enemy/Ch30_Body1.Ch30_Body1","0","0","26","1","0.000000","0","0"
"/Game/Meshes/Test/Meshes/image_Mat.image_Mat","0","0","31","1","0.000000","0","0"
"/Game/VFX/Ripple_Effect/M_Ripple.M_Ripple","0","0","42","1","0.000000","0","0"
"/Game/VFX/MagicCircle/M_Circle.M_Circle","0","0","22","1","0.000000","0","0"
"/Game/Meshes/Test/Meshes/image2_Mat.image2_Mat","0","0","31","1","0.000000","0","0"
"/Game/Meshes/Test/Meshes/image1_Mat.image1_Mat","0","0","31","1","0.000000","0","0"
"/Game/Meshes/Enemy/Ch30_Body.Ch30_Body","0","0","26","1","0.000000","0","0"
"/Game/Images/Compass/M_Compass.M_Compass","0","0","13","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","0","5","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","0","5","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","45","1","0.000000","0","0"
"/Engine/EngineVolumetrics/LightBeam/Materials/M_EV_Lightbeam_Master_01.M_EV_Lightbeam_Master_01","0","0","7","1","0.000000","0","0"
"/Game/VFX/TreeVFX/M_EV_TreeGodRays.M_EV_TreeGodRays","0","0","14","2","0.000000","0","0"
"/Engine/EngineDebugMaterials/LightmapResolutionMaterial.LightmapResolutionMaterial","0","0","685","1","0.000000","0","0"
"/HDRIBackdrop/Materials/HDRI_Projection_Floor.HDRI_Projection_Floor","0","0","46","2","0.000000","0","0"
"/HDRIBackdrop/Materials/HDRI_Projection_Sky.HDRI_Projection_Sky","0","0","8","2","0.000000","0","0"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","0","4","1","0.000000","0","0"
"/Engine/VREditor/SnapGrid/SnapGridMaterial.SnapGridMaterial","0","0","12","1","0.000000","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","0","100","1","0.000000","0","0"
"/Game/MSPresets/M_MS_Imperfection_Material_Var/M_MS_Imperfection_Material_Var.M_MS_Imperfection_Material_Var","0","0","14","1","0.000000","0","14"
"/Game/MSPresets/M_MS_Imperfection_Material_VT/M_MS_Imperfection_Material_Var_VT.M_MS_Imperfection_Material_Var_VT","0","0","14","1","0.000000","0","0"
"/Game/MSPresets/M_MS_Default_Material_VT/M_MS_Default_Material_VT.M_MS_Default_Material_VT","0","0","14","1","0.000000","0","0"
"/Game/MSPresets/M_MS_Default_Material/M_MS_Default_Material.M_MS_Default_Material","0","0","14","1","0.000000","0","0"
"/Game/VFX/Hit_Detection/M_Blood_Decal.M_Blood_Decal","0","0","21","1","0.000000","0","0"
"/Game/VFX/Hit_Detection/M_Blood_Splash.M_Blood_Splash","0","0","8","1","0.000000","0","0"
"/Game/VFX/Hit_Detection/M_Blood_Drops.M_Blood_Drops","0","0","36","1","0.000000","0","0"
"/Game/MSPresets/M_MS_Imperfection_Material/M_MS_Imperfection_Material.M_MS_Imperfection_Material","0","0","14","1","0.000000","0","0"
"/Game/MSPresets/M_MS_Imperfection_Material_VT/M_MS_Imperfection_Material_VT.M_MS_Imperfection_Material_VT","0","0","14","1","0.000000","0","0"
"/Game/MSPresets/M_MS_Foliage_Material/M_MS_Foliage_Material.M_MS_Foliage_Material","0","0","31","1","0.000000","0","0"
"/Game/MSPresets/M_MS_Billboard_Material/M_MS_Billboard_Material.M_MS_Billboard_Material","0","0","62","1","0.000000","0","0"
"/Interchange/gltf/M_Unlit.M_Unlit","0","0","128","6","0.000000","0","0"
"/Game/MSPresets/M_MS_Surface_Material_VT/M_MS_Surface_Material_VT.M_MS_Surface_Material_VT","0","0","14","1","0.000000","0","0"
"/Game/MSPresets/M_MS_Surface_Material/M_MS_Surface_Material.M_MS_Surface_Material","0","17","32","2","91.496696","1","36"
"/Game/MSPresets/M_MS_Default_Fuzz_Material_VT/M_MS_Default_Fuzz_Material_VT.M_MS_Default_Fuzz_Material_VT","0","0","14","1","0.000000","0","0"
"/Game/MSPresets/M_MS_Default_Transmission_Material_VT/M_MS_Default_Transmission_Material_VT.M_MS_Default_Transmission_Material_VT","0","0","14","1","0.000000","0","0"
"/Game/MSPresets/M_MS_Default_Fuzz_Material/M_MS_Default_Fuzz_Material.M_MS_Default_Fuzz_Material","0","0","14","1","0.000000","0","0"
"/Game/MSPresets/M_MS_Default_Transmission_Material/M_MS_Default_Transmission_Material.M_MS_Default_Transmission_Material","0","0","14","1","0.000000","0","0"
"/Game/FirstPersonArms/Character/Materials/M_Mannequin.M_Mannequin","0","0","60","2","0.000000","0","30"
"/Game/MSPresets/M_MS_Glass_Material/M_MS_Glass_Material.M_MS_Glass_Material","0","0","33","1","0.000000","0","0"
"/Game/MSPresets/M_MS_SurfaceBlend_Material/M_MS_SurfaceBlend_Material.M_MS_SurfaceBlend_Material","0","0","14","1","0.000000","0","0"
"/Engine/OpenWorldTemplate/LandscapeMaterial/M_ProcGrid.M_ProcGrid","0","0","28","2","0.000000","0","0"
"/Game/MSPresets/M_MS_ImperfectionDecal_Material_VT/M_MS_ImperfectionDecal_Material_VT.M_MS_ImperfectionDecal_Material_VT","0","0","21","1","0.000000","0","21"
"/Game/MSPresets/M_MS_ImperfectionDecal_Material/M_MS_ImperfectionDecal_Material.M_MS_ImperfectionDecal_Material","0","0","21","1","0.000000","0","21"
"/Game/MSPresets/M_MS_Decal_Material_VT/M_MS_Decal_Material_VT.M_MS_Decal_Material_VT","0","0","21","1","0.000000","0","21"
"/Game/MSPresets/M_MS_Decal_Material/M_MS_Decal_Material.M_MS_Decal_Material","0","0","21","1","0.000000","0","21"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","0","0","62","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","0","0","88","1","0.000000","0","0"
"/Bridge/MSPresets/M_MS_Glass_Material/M_MS_Glass_Material.M_MS_Glass_Material","0","0","33","1","0.000000","0","0"
"/Interchange/gltf/M_SpecularGlossiness.M_SpecularGlossiness","0","0","272","6","0.000000","0","0"
"/Interchange/gltf/M_Transmission.M_Transmission","0","0","96","2","0.000000","0","0"
"/Interchange/gltf/M_Sheen.M_Sheen","0","0","272","6","0.000000","0","0"
"/Interchange/gltf/M_ClearCoat.M_ClearCoat","0","0","272","6","0.000000","0","0"
"/Interchange/gltf/M_Default.M_Default","0","0","272","6","0.000000","0","0"
"/Game/Stylized_Tree_Pack/Materials/Master_Materials/M_Leaf.M_Leaf","0","116","124","2","263.144012","0","124"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","0","0","4","1","0.000000","0","0"
"/Game/Meshes/Assets/Lanterns/Textures/paper_part_big.paper_part_big","0","20","20","1","67.850533","20","60"
"/Game/Stylized_Tree_Pack/Materials/Master_Materials/M_Bark.M_Bark","0","58","0","1","0.000000","0","0"
"/Game/Meshes/Levels/Level2/M_Wall.M_Wall","49","14","14","1","27.588276","0","14"
"/Game/Meshes/Levels/Level2/M_Platform.M_Platform","49","14","14","1","0.000000","0","14"
"/Game/Meshes/Levels/Level2/M_Madeira.M_Madeira","49","14","14","1","0.000000","0","14"
"/Game/Meshes/Levels/Level2/M_Floor.M_Floor","49","14","14","1","0.000000","0","14"
"/Game/Meshes/Levels/Level2/M_Cealing.M_Cealing","49","14","14","1","0.000000","0","14"
"/Game/Meshes/Levels/Level2/M_Beams.M_Beams","49","14","14","1","0.000000","0","14"
"/Game/Meshes/Levels/Level1/M_Wall.M_Wall","49","14","14","1","0.000000","0","14"
"/Game/Meshes/Levels/Level1/M_Platform.M_Platform","49","14","14","1","0.000000","0","14"
"/Game/Meshes/Levels/Level1/M_Madeira.M_Madeira","49","14","14","1","0.000000","0","14"
"/Game/Meshes/Levels/Level1/M_Floor.M_Floor","49","14","14","1","0.000000","0","14"
"/Game/Meshes/Levels/Level1/M_Cealing.M_Cealing","49","14","14","1","0.000000","0","14"
"/Game/Meshes/Levels/Level1/M_Beams.M_Beams","49","14","14","1","0.000000","0","14"
"/Game/Meshes/Kazaori/KazaoriCutscene/MainKimono_002.MainKimono_002","49","14","14","1","0.000000","0","14"
"/Game/Meshes/Assets/hub/tree_jar/M_Jar_Gold.M_Jar_Gold","49","14","14","1","0.000000","0","14"
"/Game/Meshes/Assets/hub/tree_jar/M_Jar_Ceramic.M_Jar_Ceramic","49","14","14","1","0.000000","0","14"
"/Game/Meshes/Assets/hub/inro/inro.inro","49","14","14","1","0.000000","0","14"
"/Game/Meshes/Assets/hub/inro/cords.cords","49","14","14","1","0.000000","0","14"
"/Game/Meshes/Assets/hub/pillow/PillowSeat1.PillowSeat1","49","14","14","1","0.000000","0","14"
"/Game/Meshes/Assets/hub/makeupbox/wood_box.wood_box","49","14","14","1","0.000000","0","14"
"/Game/Meshes/Assets/hub/makeupbox/makeup_itens.makeup_itens","49","14","14","1","0.000000","0","14"
"/Game/Meshes/Assets/hub/makeupbox/fabric.fabric","49","14","14","1","0.000000","0","14"
"/Game/Meshes/Assets/hub/doll/wood.wood","49","14","14","1","0.000000","0","14"
"/Game/Meshes/Assets/hub/doll/straw_001.straw_001","49","14","14","1","0.000000","0","14"
"/Game/Meshes/Assets/hub/doll/fabric.fabric","49","14","14","1","0.000000","0","14"
"/Game/Meshes/Kazaori/KazaoriCutscene/TexuresMaterials/MainKimono/M_Kazaori_Cutscene_Kimono.M_Kazaori_Cutscene_Kimono","49","14","14","1","37.601799","0","14"
"/Game/Meshes/Kazaori/KazaoriCutscene/TexuresMaterials/Body/M_Kazaori_Cutscene_Body.M_Kazaori_Cutscene_Body","49","26","26","1","29.401819","0","26"
"/Game/Meshes/Assets/Lanterns/Textures/small_paper.small_paper","49","31","33","1","55.045628","0","33"
"/Game/Meshes/Assets/Paintings/Textures/Painting1.Painting1","49","14","14","1","36.532776","0","14"
"/Game/Meshes/Assets/Lanterns/Textures/paper_lantern_small.paper_lantern_small","49","14","14","1","32.885292","0","14"
"/Game/Meshes/Assets/Lanterns/Textures/paper_lantern_big.paper_lantern_big","49","14","14","1","28.973763","0","14"
"/Game/Meshes/Assets/hub/stage/paintingabove/HUB_UV_2_M_Placa_Dentro_BaseColor_Mat.HUB_UV_2_M_Placa_Dentro_BaseColor_Mat","49","14","14","1","30.309649","0","14"
"/Game/Meshes/Assets/hub/stage/HUB_UV_2_M_Paint_BaseColor_Mat.HUB_UV_2_M_Paint_BaseColor_Mat","49","14","14","1","0.000000","0","14"
"/Game/Stylized_Tree_Pack/Materials/Master_Materials/M_Leaf.M_Leaf","49","336","344","2","1521.478760","0","344"
"/Game/Stylized_Tree_Pack/Materials/Master_Materials/M_Bark.M_Bark","49","168","172","1","396.937653","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","49","0","8","1","0.000000","0","0"
"/Engine/EditorMaterials/PhAT_NoCollisionMaterial.PhAT_NoCollisionMaterial","49","0","5","1","0.000000","0","0"
"/Engine/EditorMaterials/PhAT_UnselectedMaterial.PhAT_UnselectedMaterial","49","0","5","1","0.000000","0","0"
"/ControlRig/Controls/ControlRigXRayMaterial.ControlRigXRayMaterial","49","0","11","1","0.000000","0","0"
"/Engine/EditorLandscapeResources/SplineEditorMeshMat.SplineEditorMeshMat","49","0","17","1","0.000000","0","0"
"/MeshModelingToolset/Materials/M_DynamicMeshComponentVtxColor.M_DynamicMeshComponentVtxColor","49","0","20","1","0.000000","0","0"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","49","0","8","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","49","0","7","1","0.000000","0","0"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","49","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/NaniteHiddenSectionMaterial.NaniteHiddenSectionMaterial","49","0","31","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","49","0","5","1","0.000000","0","0"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","49","0","26","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","49","0","14","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","49","0","5","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","49","0","61","1","0.000000","0","0"
"/Engine/EditorMaterials/Dataflow/DataflowVertexMaterial.DataflowVertexMaterial","49","0","26","1","0.000000","0","0"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","49","0","96","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","49","0","5","1","0.000000","0","0"
"/Game/VFX/TreeVFX/M_MagicDust.M_MagicDust","49","0","37","1","0.000000","0","0"
"/Game/Meshes/Levels/Textures/M_Wall.M_Wall","49","0","18","1","0.000000","0","0"
"/Game/Meshes/Levels/Textures/M_Madeira.M_Madeira","49","0","18","1","0.000000","0","0"
"/Game/Meshes/Levels/Textures/M_Floor.M_Floor","49","0","18","1","0.000000","0","0"
"/Game/Meshes/Levels/Textures/M_Door_Out.M_Door_Out","49","0","14","1","0.000000","0","0"
"/Game/Meshes/Levels/Textures/M_Door_In.M_Door_In","49","0","14","1","0.000000","0","0"
"/Game/Meshes/Levels/Textures/M_Beams.M_Beams","49","0","18","1","0.000000","0","0"
"/Game/Meshes/Enemy/Alpha_Body_MAT.Alpha_Body_MAT","49","0","26","1","0.000000","0","0"
"/Game/Meshes/Assets/TreeJar/Textures/M_Jar_Gold.M_Jar_Gold","49","0","14","1","0.000000","0","0"
"/Game/Meshes/Enemy/Animations/Alpha_Body_MAT.Alpha_Body_MAT","49","0","26","1","0.000000","0","0"
"/Game/Meshes/HUB/M_Small_Wall.M_Small_Wall","49","0","18","1","0.000000","0","0"
"/Game/Meshes/HUB/M_Sit_Floor.M_Sit_Floor","49","0","18","1","0.000000","0","0"
"/Game/Meshes/HUB/M_Side_Base_Down.M_Side_Base_Down","49","0","18","1","0.000000","0","0"
"/Game/Meshes/HUB/M_Side_Base.M_Side_Base","49","0","18","1","0.000000","0","0"
"/Game/Meshes/HUB/M_Placa_Suporte.M_Placa_Suporte","49","0","18","1","0.000000","0","0"
"/Game/Meshes/HUB/M_Placa_Fora.M_Placa_Fora","49","0","18","1","0.000000","0","0"
